onet_code,Title,OCC_CODE,L0,w1999,w2003,w2007,one_to_one_all,dW_robot,proj_robot,dW_software,proj_software,dW_clone,proj_clone,dW_llm,proj_llm,dlnw_full,dlnw_early,dlnw_late
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,0.0020286850588747286,8.33,8.990000000000002,10.679999999999998,True,0.00022777197522347867,4.533076280680903e-06,0.000760781055346746,-4.795961672417902e-07,0.0011657403844414272,8.039842251770427e-06,0.0007345882951830671,-1.5942512904777997e-07,0.24850937735329737,0.07624939230477779,0.17225998504851958
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091,7.5411009337043125e-06,10.6,14.090000000000002,16.949999999999996,True,-0.006258800764947765,-5.763246679947808e-05,-0.009739965318698383,-9.755465703178498e-05,0.0002314183788687549,-2.0565340843996443e-05,-0.005576232913191766,-6.527047745043478e-05,0.4694138327084376,0.28461132479256745,0.18480250791587016
39-5092.00,Manicurists and Pedicurists,39-5092,0.0001517243726319654,6.699999999999999,8.520000000000001,9.6,True,-0.007670833662301871,6.717520098622233e-05,0.0008759071336903736,-4.651375448545705e-06,0.0004944212692337346,3.8187201101324644e-07,0.0007568191043534608,-2.202526486159584e-06,0.3596555720768704,0.2403088144443042,0.11934675763256619
39-5093.00,Shampooers,39-5093,8.75283339142774e-05,6.29,6.9,7.930000000000001,True,0.0008099661428979144,-3.807520299526312e-05,0.0005937711479017069,-2.6056171199806775e-05,0.00033849506753355076,-5.929674058154974e-06,0.00045442531485931234,-1.748463651708097e-05,0.23169196493440758,0.09256034089086462,0.13913162404354296
39-5094.00,Skincare Specialists,39-5094,7.676454027386185e-05,8.869999999999997,11.080000000000002,13.070000000000002,True,-0.001871601674459718,2.000819480619736e-05,-0.005458654390743665,-0.00014176838007939717,-0.005360247594304434,-0.00017478565428586057,-0.01156607472943649,-0.0003143020807732338,0.38764473131464294,0.2224668849976501,0.16517784631699284
39-6011.00,Baggage Porters and Bellhops,39-6011,0.0003840160629317119,6.84,8.51,9.250000000000002,True,0.0014588875801194827,-9.587796689837348e-06,0.0010491608014407687,-5.42127427951302e-06,0.0007142625363894365,2.4798672644570514e-06,0.0009929309612535704,-1.6915446932508404e-06,0.30183581988987496,0.21845421095082362,0.08338160893905133
39-6012.00,Concierges,39-6012,0.00010596213619666572,9.439999999999998,10.48,12.279999999999998,True,0.0012653963747491408,-4.41150997730914e-06,0.0010919063616156664,9.389717908670417e-07,0.0012577072803094092,9.190232613784371e-06,0.00127645031687868,4.094292316260572e-06,0.2630159425615872,0.10451269873548696,0.15850324382610026
39-7011.00,Tour Guides and Escorts,39-7011,0.00023061589009225667,8.46,9.04,10.630000000000004,True,-0.00019376829778877333,-5.0608897232053764e-05,-0.0023126404574397427,-8.595897496886743e-05,-0.03686172010844506,-0.0008623673151475961,-0.022517640609407405,-0.00053791947780558,0.2283310187357248,0.06631000078595317,0.16202101794977164
39-7012.00,Travel Guides,39-7012,2.6941711028106007e-05,12.0,13.240000000000002,14.739999999999998,True,-0.0016533390953744906,-9.03175751077896e-06,-0.003703022091453941,-6.9787762026886715e-06,0.000799282518549944,-7.880271684667794e-06,-0.0010405573786496233,-4.200750070224332e-05,0.20565823697319008,0.09833590072086196,0.10732233625232812
39-9011.00,Childcare Workers,39-9011,0.002430619293255755,6.910000000000003,7.900000000000002,8.82,True,0.001091395542539865,-2.6423290242905696e-05,0.0006230919902084817,-2.22362685989354e-05,-0.0013066970500509954,-5.403488136804921e-05,-0.0013904152976433792,-6.099324954331992e-05,0.2440522322391212,0.13389312169339718,0.11015911054572403
39-9011.01,Nannies,39-9011,0.002430619293255755,6.910000000000003,7.900000000000002,8.82,True,0.0011560535188334452,-1.9515883452149197e-05,0.0010037402030638155,-1.3116864780653275e-05,0.000647274121142167,-1.9411770838719455e-05,0.0003111134325394843,-2.6849738922941213e-05,0.2440522322391212,0.13389312169339718,0.11015911054572403
39-9031.00,Exercise Trainers and Group Fitness Instructors,39-9031,0.0008205620169828171,10.839999999999998,11.78,13.31,True,-0.0016942811435839873,-5.164899117026102e-06,-0.01098260084446289,-0.00028826465465409937,-0.07114157726103708,-0.0016417040808991321,-0.07011504831198832,-0.0016073396030919155,0.20527263639552018,0.08316018221194055,0.12211245418357963
39-9032.00,Recreation Workers,39-9032,0.0015802795956629259,7.900000000000002,8.94,10.199999999999998,True,-0.0016343071071076279,-6.750153125971081e-05,-0.030884720323655915,-0.0006872498363068963,-0.09447127555728449,-0.0019813658413685596,-0.10945620476635662,-0.0023150144546354046,0.2555249608172492,0.12367282971244675,0.13185213110480243
39-9041.00,Residential Advisors,39-9041,0.0002788273729846569,9.21,10.06,11.080000000000002,True,0.0008838775919724074,-1.4299054575963913e-05,0.0002660369082911134,-2.2876694608881402e-05,-0.015458644795761202,-0.0003363834953090238,-0.008065125866229305,-0.0001876828229379888,0.1848518310519225,0.0882773144043778,0.09657451664754468
41-1011.00,First-Line Supervisors of Retail Sales Workers,41-1011,0.00797326402567429,12.91,14.750000000000002,16.57,True,-0.0021466765285926732,-1.0583909981717024e-05,-0.0019426531699766917,-1.1231226065915135e-05,-0.002458151106818048,-8.819037016764389e-05,-0.004014412124916811,-0.00011190438563664536,0.2495916265799205,0.1332408779272778,0.11635074865264272
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012,0.0019521138801632694,21.570000000000004,26.780000000000012,32.21999999999999,True,-0.0018359889709993538,-8.868936606381723e-06,-0.004448991782476441,-9.338702781427838e-05,-0.006304634840066066,-0.00014846381724498516,-0.014901775842638893,-0.0003289305959379126,0.4012839173477629,0.21635187986196192,0.184932037485801
41-2011.00,Cashiers,41-2011,0.02038088876192912,6.680000000000001,7.58,8.249999999999998,True,0.00103679524913138,-1.1995089973226985e-05,0.0008768017381136926,-8.747585714320328e-06,0.0005867123826900468,6.883145940139269e-07,0.0008186959634401429,-4.394833321246945e-06,0.211095212798035,0.1263952121057259,0.0847000006923091
41-2012.00,Gambling Change Persons and Booth Cashiers,41-2012,0.00026032911684813437,8.599999999999998,9.630000000000004,10.039999999999996,True,0.0007680713075080956,-2.3694246914072285e-05,0.0006885092014120985,-1.4389187088660184e-05,0.0006372079590947927,-7.283067904252632e-07,0.000671466780060365,-9.233150216763376e-06,0.15481491100412104,0.11312102255057255,0.04169388845354849
41-2021.00,Counter and Rental Clerks,41-2021,0.0025302004978931323,7.160000000000001,8.48,9.650000000000002,True,-0.001454372898062746,3.2205784596757675e-05,0.0010395107491724888,-2.732994633389295e-06,9.871139152795028e-05,-1.2448647928342943e-05,0.00016248261431086024,-1.8579340247367054e-05,0.2984479343783404,0.1692004688312574,0.129247465547083
41-2022.00,Parts Salespersons,41-2022,0.0017104763810140602,10.920000000000002,11.78,13.519999999999998,True,-0.041813033163645735,-0.0005880150642014254,-0.005255346137226493,-0.00012392801976291825,0.0011349188665502187,1.7547906641627658e-06,0.0013341077605692703,2.044645036040938e-06,0.21357410029805868,0.07580720790668138,0.1377668923913773
41-2031.00,Retail Salespersons,41-2031,0.024035100022069,7.660000000000002,8.699999999999998,9.689999999999998,True,-9.918684018267216e-05,4.600503156959058e-06,0.0012046027020027547,5.5817726637503536e-06,0.0014221331451776862,1.342040410758549e-05,0.0014184643162954023,8.387554119203545e-06,0.2350824421501745,0.12731104190803766,0.10777140024213683
41-3011.00,Advertising Sales Agents,41-3011,0.0009205943985991341,15.929999999999998,18.579999999999995,20.590000000000003,True,0.00048434460921563253,-1.793092031855094e-05,-0.0013493887251999723,-4.9559556126365666e-05,-0.01869213726985663,-0.00041263334157078677,-0.017635895437508906,-0.0003720848401608573,0.2566013971177412,0.1538816094637352,0.10271978765400602
41-3021.00,Insurance Sales Agents,41-3021,0.0015580430159866183,18.61,19.250000000000004,21.210000000000004,True,-0.0010789156218273103,-4.998099086588952e-05,-0.024178422347035967,-0.00041703025424821166,-0.011101625092766432,-0.00016706310181132235,-0.019630572543119743,-0.0002732257136265098,0.13077369792243188,0.03381199007963387,0.096961707842798
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,0.0016091549223150588,28.630000000000003,29.1,32.89999999999999,True,-0.0033482244355096053,-7.405822322149022e-05,-0.026299485530097654,-0.000523121316661864,-0.040436115659446874,-0.0008383577370613642,-0.06074513078848591,-0.001205912506603698,0.13901753866130218,0.016283055067423113,0.12273448359387906
41-3041.00,Travel Agents,41-3041,0.0007162756809936412,11.250000000000002,13.05,14.489999999999998,True,0.0013675865696278304,-5.278875389025241e-06,0.0013122535677355706,2.5011010550641037e-06,0.0017550642418571523,1.4058237444893268e-05,0.0015457976483591457,5.531785177787597e-06,0.2530906276821616,0.14842000511827314,0.10467062256388848
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,0.0022038706344115516,22.089999999999996,27.46,32.81999999999999,True,-0.012603294749745276,-0.0002487864611228151,-0.11432839239690358,-0.0029850971635438242,-0.06638877802707817,-0.001772019465461548,-0.13254916270661418,-0.003351800325030093,0.39591306822991923,0.21760538290779952,0.1783076853221197
41-4011.07,Solar Sales Representatives and Assessors,41-4011,0.0022038706344115516,22.089999999999996,27.46,32.81999999999999,True,-0.012549683355740554,-0.00010555904162851023,-0.10888416764244947,-0.0008910777192922484,-0.008829702132547915,-7.543770340250442e-05,-0.03251659553103029,-0.00022702368966320976,0.39591306822991923,0.21760538290779952,0.1783076853221197
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,0.008481482665522653,17.91,21.09,24.400000000000013,True,-0.0006533378909604772,-5.0612945872092127e-05,-0.012844416362411864,-0.00032655569211622286,-0.01263160994420573,-0.0003245720121147041,-0.031450348523655594,-0.0007580133614283035,0.3092239162265362,0.1634397784180628,0.14578413780847344
41-9011.00,Demonstrators and Product Promoters,41-9011,0.000613342875941284,8.559999999999999,9.74,10.849999999999998,True,-0.00018295094948831423,-6.214951320940475e-05,-0.017023482690312636,-0.0004424053196510693,-0.012554571961822775,-0.00033940653643252996,-0.031163492770962482,-0.0007877606362335855,0.23706488983281782,0.1291409275007931,0.10792396233202473
41-9012.00,Models,41-9012,3.364491185806539e-05,8.370000000000001,11.669999999999998,10.83,True,0.00043152649432272175,-2.4813546873975877e-05,0.00031578456077634485,-1.6606504358421858e-05,0.00013865218260102925,-2.271855665321996e-06,0.00022143501768080102,-8.48915498296737e-06,0.25766617651151513,0.3323675617970805,-0.07470138528556536
41-9021.00,Real Estate Brokers,41-9021,0.00017247851366318582,24.22,23.91,28.299999999999983,True,-0.005303437830794971,-0.0001734328151780136,-0.0740389224412584,-0.0022407077240914784,-0.0168721538774021,-0.0005001130496701732,-0.052936567717671676,-0.001474589811840073,0.15568306652424502,-0.012881956654712923,0.16856502317895794
41-9022.00,Real Estate Sales Agents,41-9022,0.0006940391013173337,13.25,15.679999999999998,19.520000000000003,True,-0.0008486951634878099,-3.457839294410088e-05,-0.007566626765105614,-0.00014199807176775987,-0.003389950101458625,-8.820286338721786e-05,-0.013311169020890076,-0.00025087380768412724,0.38744202855271537,0.16838846249003048,0.2190535660626849
41-9031.00,Sales Engineers,41-9031,0.0006034169824046135,26.12999999999999,32.59,38.58999999999998,True,-0.00871889037161958,-8.238233725465625e-05,-0.03677764823824853,-0.000682854157046228,-0.03399892709985232,-0.0004366244154626321,-0.053846759908340765,-0.0007029118457925323,0.3899090960170062,0.2209214133169497,0.16898768270005649
41-9041.00,Telemarketers,41-9041,0.003130201426028632,8.91,9.55,10.28,True,0.0002668926415094772,-4.502669916255275e-05,-0.003953026071270092,-0.0001252458120622936,-0.03144860857972725,-0.0007300291834372307,-0.02863023678765083,-0.0006783746252873007,0.14302601854430108,0.06936691300992104,0.07365910553438004
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,0.00023287177498695455,11.510000000000002,11.669999999999998,9.330000000000002,True,0.0012413114067338301,-5.662332173328026e-06,0.0010322198360266954,-2.1290855420201127e-06,0.0010797673524304322,6.412718195074432e-06,0.001021398207969722,-1.2484430042530292e-06,-0.2099812078745389,0.013805223564673064,-0.22378643143921195
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011,0.008460406255220761,15.929999999999998,18.99,21.47,True,-0.003684223163749319,-8.462292053211153e-05,-0.02719382593939538,-0.0005740430312512544,-0.16637182829777375,-0.003996305061651778,-0.12998040706016006,-0.002963913578116483,0.2984524879687327,0.17570840090223738,0.12274408706649531
43-2011.00,"Switchboard Operators, Including Answering Service",43-2011,0.0016021294522144281,9.11,10.27,11.28,True,0.00025367253851578354,-2.390955264788582e-05,0.00021948626793062156,-1.5808069378634248e-05,0.0005347716665157798,-5.160955188549498e-07,0.0006505488985488859,-7.353178555654138e-06,0.21365853479804597,0.11985431266860003,0.09380422212944595
43-2021.00,Telephone Operators,43-2021,0.0003275544867101309,13.660000000000002,13.48,15.18,True,0.0005668352775941963,-8.567561627764497e-06,0.0007825358417392456,-1.3418196921910652e-05,0.0005423240192702351,-1.1599438320731907e-06,0.000731125888744199,-8.19314237206243e-06,0.10550691782483979,-0.01326474865848315,0.11877166648332294
43-3011.00,Bill and Account Collectors,43-3011,0.0024691626980280212,11.32,12.98,14.420000000000003,True,0.0012738761420596988,-2.35519140567618e-05,0.0011100854122977689,-1.2870788381768374e-05,0.0013528264541913517,-2.3806400050353267e-06,0.001202809684734697,-1.2272572705427441e-05,0.24204505908176666,0.13683863850090727,0.10520642058085938
43-3021.00,Billing and Posting Clerks,43-3021,0.003554049970815295,11.000000000000002,12.64,14.410000000000004,True,-0.03276497078315975,-4.598555115541871e-06,-0.007866324076812072,-9.515088806138144e-05,-0.0005553546445408912,-1.8326875342287614e-05,-0.005033466449771954,-6.270935463143911e-05,0.27002713721306026,0.13897111592034062,0.13105602129271965
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,0.010440686469640689,11.53,13.349999999999998,15.17,True,-0.004993462644392755,9.865928781130187e-05,-0.0014751226686330516,-7.331650772503814e-06,0.000898536548830837,5.627519735920802e-06,2.4107545432473483e-05,-7.2893915951324075e-06,0.27436745907947335,0.14656405056529076,0.1278034085141826
43-3041.00,Gambling Cage Workers,43-3041,0.00012955224680979204,9.57,10.609999999999998,11.3,True,0.00013074308755250345,-3.1404418197089574e-05,-0.0035160011497100347,-6.376540968898098e-05,-7.994864181173965e-05,-1.0465794413009678e-05,-0.0033224011871548537,-5.8359274803124065e-05,0.1661695202534319,0.1031637471610285,0.0630057730924034
43-3051.00,Payroll and Timekeeping Clerks,43-3051,0.0012675494954036668,12.37,14.219999999999995,16.26,True,-0.0002101934493134671,-4.730694808511709e-05,-0.0009598708507345247,-4.069651554183113e-05,0.0005767382965443557,-1.1848315169431596e-05,-0.0006561566349558442,-4.1273250309469674e-05,0.27343391771526804,0.13937523797069806,0.13405867974456998
43-3061.00,Procurement Clerks,43-3061,0.000496101315271129,12.23,14.489999999999998,16.400000000000002,True,-0.0059733475776597685,2.6933834383999618e-05,-0.009148822361628249,-0.00016336822287437244,0.0002894909922332193,-9.27539863727651e-06,-0.004768392829830312,-0.00012647207658754962,0.2933893851310718,0.16956680663350987,0.12382257849756195
43-3071.00,Tellers,43-3071,0.0029206619462382667,8.599999999999998,9.939999999999998,11.02,True,0.0002508920540414132,-4.280428749651632e-06,-0.0003384046792560655,-1.2194764078037807e-05,0.001125209787381485,6.709396740015949e-06,0.0005815422303655597,-3.2078595855056673e-06,0.24794960046530656,0.14480481740902063,0.10314478305628594
43-4011.00,Brokerage Clerks,43-4011,0.00047006195820090217,13.790000000000004,16.390000000000004,17.96,True,0.0009867758068154674,8.313182977830719e-06,0.001223081789572729,3.830348033506809e-06,0.0015438520332269712,1.5032077217702475e-05,0.001418920947945082,7.263835675588298e-06,0.26420337106884295,0.17272770095052792,0.09147567011831503
43-4021.00,Correspondence Clerks,43-4021,0.00029751899068358213,11.050000000000002,12.88,14.18,True,-0.0004703637589809986,-2.6567643439838497e-05,0.00013557435401267861,-2.8796772438562237e-05,0.0005724902227232685,-1.767805695447698e-05,-0.0009164431648909944,-5.140999116339059e-05,0.24940209314021944,0.15324529271244547,0.09615680042777397
43-4031.00,"Court, Municipal, and License Clerks",43-4031,0.000605286144174506,12.11,13.2,15.54,True,-0.0013771803629230508,-6.647153771178397e-05,-0.009201628555750425,-0.00016049907954844453,-0.0013868091570793239,-5.248798835946464e-05,-0.007786692337994413,-0.00014545299443139968,0.24938578737450046,0.08618527202732418,0.16320051534717628
43-4051.00,Customer Service Representatives,43-4051,0.011534790643569156,11.3,12.74,13.96,True,-0.006349693791120673,-0.00024513730908895905,-0.06141542475114976,-0.0021030428119734553,-0.023182140466339998,-0.0008510331390897366,-0.07065531090816685,-0.0024337921967767092,0.21139337161593152,0.11994392442572233,0.0914494471902092
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061,0.0006938457397549309,13.15,15.869999999999996,18.800000000000004,True,-0.001671616254927034,-6.174202485914394e-05,-0.012686808199942765,-0.0002170443386559272,-0.015605009949069359,-0.0002753719862136881,-0.03607730417043059,-0.00056753397976098,0.35743511121213034,0.18800877591454412,0.16942633529758622
43-4071.00,File Clerks,43-4071,0.0017202089129883281,8.380000000000003,9.839999999999998,11.060000000000002,True,-0.002624895508097766,7.148858164375285e-05,0.0005775395523474952,-8.512830901086983e-06,0.0007929377654906762,1.492253947037388e-06,0.0006510236654818564,-5.820533468766202e-06,0.2774870816001971,0.16060779657017,0.11687928503002709
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081,0.0009799563982567552,7.540000000000002,8.39,9.11,True,0.0014208273796306814,-8.750898426523175e-07,0.0011975940484414145,4.0814915784633215e-06,0.0013770624228074924,1.2670704020033313e-05,0.0013738378577147175,7.383171564173293e-06,0.18915052925200193,0.10681833845925004,0.08233219079275189
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111,0.0010590412772794491,9.66,10.859999999999998,13.14,True,-0.005179631584705478,-0.0001270820939106755,-0.050084427427254226,-0.0010022004347003124,-0.07005969426778014,-0.0013945833439171474,-0.11432284294522135,-0.002226287657612212,0.3076673648320378,0.1170926662813625,0.19057469855067533
43-4121.00,"Library Assistants, Clerical",43-4121,0.0005739615710652727,8.49,9.579999999999998,10.71,True,0.0008292630338033177,5.0720795840995015e-06,0.0010320917954561603,-7.3992436664474e-06,0.0009232486440645262,1.941880252386447e-06,0.0010305230782067147,-5.109362830670481e-06,0.23228888413640147,0.12078859165951306,0.11150029247688842
43-4131.00,Loan Interviewers and Clerks,43-4131,0.00093715903911163,12.119999999999996,13.619999999999996,15.22999999999999,True,-0.0008063544967056881,-2.0778857892446728e-05,-0.00035437410227926315,-1.15522628586751e-05,0.0018843789061351898,2.0357786174292745e-05,7.184973062410584e-05,-9.02474936864792e-06,0.2284101862659016,0.11668232008019785,0.11172786618570374
43-4141.00,New Accounts Clerks,43-4141,0.0004498234480027555,10.630000000000004,12.470000000000006,14.240000000000002,True,0.0011697145828566617,-1.4663340126241623e-05,0.0009045507862548579,-8.027463803183964e-06,0.0010387760556522974,2.1276477687061377e-06,0.0007259207421670638,-1.0170158787864784e-05,0.292374713629973,0.15964556733808877,0.13272914629188426
43-4151.00,Order Clerks,43-4151,0.0024262364311746277,10.78,12.05,12.94,True,-0.001486228528017522,-2.6934684636806276e-06,-0.005746690480202458,1.0559634362080557e-05,0.0012945254250038853,8.768733261040743e-06,0.001163424486552864,1.7222494165422357e-06,0.18263072359190335,0.11137209445581275,0.0712586291360906
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,0.0011222060543309895,12.590000000000002,14.93,16.81,True,0.000321797219160559,-3.188381936471271e-05,-0.0011293140395292754,-4.131154416004619e-05,-2.7407053237336106e-05,-3.001946628855008e-05,-0.0038198354012580647,-7.661220760885585e-05,0.2890710993642682,0.1704697634948431,0.11860133586942512
43-4171.00,Receptionists and Information Clerks,43-4171,0.006365978265129124,9.260000000000002,10.25,11.4,True,0.0003597878293578829,-3.8840050931294414e-05,-0.007210584533474905,-0.0001820000646724478,-0.04673866757379121,-0.0009928407942320283,-0.043696631599840795,-0.0009398632606884053,0.20790930674236163,0.10157365692632903,0.1063356498160326
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,0.0014330669928203563,10.739999999999998,12.599999999999996,14.339999999999998,True,0.0014859801677023225,-9.647625612143742e-06,0.0012899645546153719,-1.1948245480494342e-06,0.0015533482706664753,9.542688325950041e-06,0.0014349504725383923,7.549069145998264e-07,0.28907774609075565,0.15972172487671354,0.1293560212140421
43-5011.00,Cargo and Freight Agents,43-5011,0.000339607357433231,12.37,15.38,17.820000000000004,True,-0.023648979399650893,6.787523229836222e-05,0.0012248872117746603,3.786975652595751e-06,0.0011340859413201106,5.10770001935906e-06,0.001315538850499928,5.007131782736565e-06,0.3650472356382668,0.21779377767310137,0.14725345796516542
43-5011.01,Freight Forwarders,43-5011,0.000339607357433231,12.37,15.38,17.820000000000004,True,-0.004502978307235913,3.3502503567796327e-06,-0.022172511038029415,-0.00011717403583855295,-1.6262988387596555e-05,4.470529101957886e-06,-0.0077302376269155985,-4.631768266677894e-05,0.3650472356382668,0.21779377767310137,0.14725345796516542
43-5021.00,Couriers and Messengers,43-5021,0.0008660664380015799,8.360000000000001,9.39,10.749999999999998,True,-0.0005118171379539702,7.211002680977892e-06,0.001055238124519766,-3.070660962765683e-06,0.0005908649270315808,1.971345400581785e-06,0.000916313843347923,-3.562446108940454e-07,0.2514473274770612,0.11618686612356122,0.1352604613535
43-5031.00,Public Safety Telecommunicators,43-5031,0.0005100878016182558,11.77,13.6,15.699999999999998,True,-0.004045947361872377,-0.00010894568062001909,-0.013916815815816146,-0.0003043186775027927,-0.000568061515750745,-5.532546904319599e-05,-0.009018735286038545,-0.0002467566530990911,0.2881067910820767,0.14451587146982092,0.14359091961225579
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,0.0011057703215267623,13.0,14.609999999999996,15.929999999999998,True,-0.003791002934318946,2.421498581270667e-05,0.0012386214815135236,4.346330374476503e-06,0.0015476562561364717,1.0653179569282229e-05,0.0013517745136119152,4.642398096639144e-06,0.2032547664604203,0.11675686830107113,0.08649789815934916
43-5041.00,"Meter Readers, Utilities",43-5041,0.00029706781370464255,12.45,13.800000000000002,15.289999999999996,True,-0.06095308520577786,-0.0007397463517975602,-0.041650191301862656,-0.0011878629131369478,-7.378133414941666e-05,-3.7721182990743306e-05,-0.003469760535343266,-0.0001469636145532475,0.20547839703025428,0.10294796925244265,0.10253042777781163
43-5051.00,Postal Service Clerks,43-5051,0.0005177578102602286,18.64,19.13,21.66,True,-0.001592104861912136,1.8512448053793443e-05,0.0011403306534303228,1.6020164205202433e-08,0.0008676507639123063,4.328702577848169e-06,0.0011188916619888085,1.952292558046761e-06,0.15015743231539957,0.025947974194716394,0.12420945812068318
43-5052.00,Postal Service Mail Carriers,43-5052,0.0022723206275020984,18.21,19.05,21.389999999999983,True,0.0010408990415711574,-1.4105588776080702e-05,0.0007827403275886694,-9.597144692436495e-06,0.000381951093319611,-1.4666566707580257e-07,0.0006289194852865691,-4.52882135787766e-06,0.1609526293547967,0.04509620783319335,0.11585642152160336
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,0.001513505402779869,14.86,18.78,21.01,True,-0.049716000267917775,-0.00027462780230390837,0.001047257226778183,-1.7316581738152905e-06,0.00042821242667028924,2.7875365888064683e-07,0.000795856007536678,-4.981194382162347e-07,0.346325475567296,0.23411943449050376,0.11220604107679222
43-5061.00,"Production, Planning, and Expediting Clerks",43-5061,0.0019256877999682372,14.47,16.739999999999995,19.08,True,-0.015336764938182207,-0.0002983839134947793,-0.10957603331955765,-0.008492460384226961,-0.03835078136855375,-0.0023952040484811485,-0.03157644474646203,-0.002033808468678307,0.276563125376748,0.14572352441793646,0.13083960095881153
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071,0.005712093914937413,9.99,11.38,12.98,True,-0.01240292460037445,7.33574908714941e-06,-0.010120638124300438,-0.00015437004496332088,0.00020046935913149884,-1.0717654442529905e-05,-0.002226121280946575,-4.744320296089621e-05,0.26182511861548186,0.13027283603772277,0.13155228257775908
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,0.0005403811130613415,10.96,11.8,12.56,True,-0.04557225840300587,-0.00031854122946110543,-0.09902656437531479,-0.0025832367335506187,0.0002534994895751661,-2.781634963215818e-05,-0.0024428684938978384,-0.00010379730772290688,0.13626487952018307,0.07384724995174974,0.06241762956843333
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011,0.008483996365833888,14.21,16.390000000000004,18.58,True,-0.0009815745869132986,-6.0830975220055615e-05,-0.020579418477356233,-0.00048672892406628976,-0.13092320726976753,-0.0031564293911348316,-0.09432998873456232,-0.0021854377454404903,0.26813979127668297,0.14272545064672926,0.1254143406299537
43-6012.00,Legal Secretaries and Administrative Assistants,43-6012,0.0017537249171381251,15.039999999999996,17.149999999999995,18.660000000000004,True,0.0008219373194418211,-3.8799130925342825e-05,-0.0014320710925342952,-7.282145166438038e-05,-0.01288405140821899,-0.0003239232282364646,-0.014318059178251475,-0.0003645575684110597,0.21566887689750436,0.131284855090255,0.08438402180724935
43-6013.00,Medical Secretaries and Administrative Assistants,43-6013,0.0015981333132581061,10.949999999999998,12.500000000000002,13.919999999999998,True,0.0011026240922457197,-2.8859524634407887e-05,0.0007099656353789258,-2.1725294010430534e-05,-0.00034648947847808935,-3.367956062133923e-05,-0.0005431618257024167,-4.887798682067227e-05,0.23998719864376383,0.13238918804574595,0.10759801059801788
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,0.010197115354867453,11.18,12.22,13.569999999999997,True,0.0007946988096570145,-2.4435801388379277e-05,-0.0015683694548062547,-5.283756154849579e-05,-0.0015019040271384784,-4.8277253017720164e-05,-0.005586759772336816,-0.0001249388726825147,0.19373500611982442,0.08894748601649605,0.10478752010332837
43-9021.00,Data Entry Keyers,43-9021,0.0033530183997706473,9.77,10.859999999999998,12.2,True,-0.008822193892242584,-0.00011630538329650462,-0.011011845585340789,-0.0002844792059200638,0.0005930973075341485,-1.6581461856717367e-05,0.00010547274832384344,-3.6486895341164445e-05,0.22211948568451945,0.10576984845109783,0.11634963723342162
43-9022.00,Word Processors and Typists,43-9022,0.0017486975165156556,11.289999999999996,13.05,14.609999999999996,True,-0.003247609968485823,-7.707279152041376e-06,-0.00033942854803237525,-1.49929133446155e-05,0.0004891351090753225,-1.926237629288001e-06,0.0001806450431459856,-8.859426654234782e-06,0.2577888476010375,0.14487075560713203,0.11291809199390546
43-9031.00,Desktop Publishers,43-9031,0.000238737075713169,14.12,15.189999999999998,17.069999999999997,True,-0.003930811826592959,-1.3905213488283341e-05,0.0012933461913846268,7.877380144232806e-06,0.0022132779785524566,1.0114019130639298e-05,0.0016678321754276906,1.1598379483374542e-05,0.18973030474125308,0.0730450845425854,0.11668522019866767
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,0.0017315527913159517,13.93,13.710000000000004,15.410000000000002,True,-0.0026945522545593157,-0.0001496555303225545,-0.025116253268266976,-0.0007784624425828168,-0.00855265150657275,-0.0003030845761303978,-0.030811524275703002,-0.0009628837980181201,0.10097186154031013,-0.015919294217491053,0.11689115575780118
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,0.0012790222814395588,8.759999999999998,10.470000000000002,11.73,True,-0.03228260667975339,-0.00023270531755252124,0.0006886067543657385,-8.41252564900198e-06,0.0005242724126875959,7.404503956595942e-07,0.0009202400907684469,5.871945890714158e-07,0.2919537577170841,0.1783181199341457,0.11363563778293839
