onet_code,task_id,phi
29-1141.02,17332,0.0
29-1141.02,17325,0.5
29-1141.02,17313,1.0
29-1141.02,17335,0.0
29-1141.02,17323,0.5
29-1141.02,17330,0.5
29-1141.02,17322,0.5
29-1141.02,17316,0.5
29-1141.02,17320,0.5
29-1141.02,17317,0.5
29-1141.02,17312,0.5
29-1141.02,17333,0.0
29-1141.02,17315,0.5
29-1141.02,17321,0.5
29-1141.02,17318,0.5
29-1141.02,17314,0.0
29-1141.03,18327,0.5
29-1141.03,18334,0.5
29-1141.03,18330,0.0
29-1141.03,18333,0.0
29-1141.03,18344,0.5
29-1141.03,18339,0.5
29-1141.03,18340,0.5
29-1141.03,18335,0.5
29-1141.03,18337,0.5
29-1141.03,18341,1.0
29-1141.03,18338,0.0
29-1141.03,18332,0.0
29-1141.03,18329,0.0
29-1141.03,18331,0.0
29-1141.03,18348,0.0
29-1141.03,18328,0.0
29-1141.03,18345,0.0
29-1141.03,18353,0.5
29-1141.03,18347,0.0
29-1141.03,18342,1.0
29-1141.03,18343,0.5
29-1141.03,18336,0.5
29-1141.03,18325,0.5
29-1141.03,18350,1.0
29-1141.03,18351,0.5
29-1141.03,18349,0.5
29-1141.03,18326,0.0
29-1141.03,18352,0.5
29-1141.03,18346,0.0
29-1141.04,18002,0.5
29-1141.04,18006,0.0
29-1141.04,20415,0.5
29-1141.04,18007,0.5
29-1141.04,18014,0.0
29-1141.04,18016,0.5
29-1141.04,18013,0.5
29-1141.04,21188,0.0
29-1141.04,20414,0.5
29-1141.04,18008,0.5
29-1141.04,18005,0.5
29-1141.04,18010,0.5
29-1141.04,18009,0.5
29-1141.04,18011,0.5
29-1141.04,18004,0.0
29-1141.04,18017,0.5
29-1141.04,20416,0.5
29-1141.04,18000,0.0
29-1141.04,18001,0.5
29-1141.04,20418,0.5
29-1141.04,18012,0.5
29-1141.04,18018,0.5
29-1141.04,20419,0.5
29-1141.04,20417,0.5
29-1141.04,18003,0.5
29-1141.04,18020,1.0
29-1141.04,18021,1.0
29-1141.04,18015,0.5
29-1141.04,18019,0.5
29-1141.04,20420,0.5
29-1151.00,18361,0.0
29-1151.00,18365,0.0
29-1151.00,18362,0.0
29-1151.00,18366,0.0
29-1151.00,18370,0.0
29-1151.00,18367,0.5
29-1151.00,18363,0.0
29-1151.00,18368,0.5
29-1151.00,18369,0.0
29-1151.00,18364,0.0
29-1151.00,18356,0.5
29-1151.00,18371,0.0
29-1151.00,18355,0.0
29-1151.00,18354,0.0
29-1151.00,18357,0.5
29-1151.00,18360,0.5
29-1151.00,18358,0.5
29-1151.00,18374,0.0
29-1151.00,18373,0.0
29-1151.00,18359,0.0
29-1151.00,18376,0.5
29-1151.00,18377,0.0
29-1151.00,18375,0.5
29-1151.00,18372,0.0
29-1161.00,18442,0.0
29-1161.00,18444,0.0
29-1161.00,18443,1.0
29-1161.00,18455,0.0
29-1161.00,18454,0.5
29-1161.00,18447,0.5
29-1161.00,18449,1.0
29-1161.00,18453,0.5
29-1161.00,18450,0.0
29-1161.00,18448,1.0
29-1161.00,18441,0.0
29-1161.00,18445,0.0
29-1161.00,18456,1.0
29-1161.00,18452,0.0
29-1161.00,18446,0.5
29-1161.00,18459,0.5
29-1161.00,23919,0.0
29-1161.00,18458,0.5
29-1161.00,18460,0.5
29-1161.00,18457,0.5
29-1161.00,18451,0.0
29-1171.00,18399,1.0
29-1171.00,18389,0.5
29-1171.00,18393,0.5
29-1171.00,18382,0.5
29-1171.00,18385,0.5
29-1171.00,18396,0.5
29-1171.00,18384,0.5
29-1171.00,18392,0.5
29-1171.00,18394,0.5
29-1171.00,18388,0.5
29-1171.00,18383,0.5
29-1171.00,18380,0.5
29-1171.00,18381,0.5
29-1171.00,18378,0.5
29-1171.00,18402,0.5
29-1171.00,18395,0.5
29-1171.00,18387,0.5
29-1171.00,18386,0.5
29-1171.00,18400,0.5
29-1171.00,18379,0.5
29-1171.00,18391,0.0
29-1171.00,18403,0.5
29-1171.00,18397,0.5
29-1171.00,18390,0.0
29-1171.00,18398,0.5
29-1171.00,18401,0.5
29-1171.00,18404,0.5
29-1181.00,18690,1.0
29-1181.00,18673,0.5
29-1181.00,18681,0.0
29-1181.00,18678,0.0
29-1181.00,18686,0.5
29-1181.00,18684,0.0
29-1181.00,18672,0.5
29-1181.00,18688,0.5
29-1181.00,18675,0.5
29-1181.00,7870,0.0
29-1181.00,18680,0.5
29-1181.00,18682,0.5
29-1181.00,18674,0.5
29-1181.00,7872,0.0
29-1181.00,18677,0.5
29-1181.00,18685,0.5
29-1181.00,18676,0.5
29-1181.00,18689,1.0
29-1181.00,18683,1.0
29-1181.00,18679,0.5
29-1181.00,18687,0.5
29-1181.00,7875,0.5
29-1211.00,7754,0.0
29-1211.00,7756,0.5
29-1211.00,7755,0.0
29-1211.00,7753,0.0
29-1211.00,7757,0.5
29-1211.00,7758,0.0
29-1211.00,7760,0.0
29-1211.00,7759,0.0
29-1211.00,7761,0.5
29-1211.00,7763,0.5
29-1211.00,7767,0.5
29-1211.00,7766,0.0
29-1211.00,7765,0.5
29-1211.00,7764,0.5
29-1211.00,7762,0.0
29-1211.00,7769,0.5
29-1211.00,7768,0.0
29-1211.00,7770,0.5
29-1212.00,22689,0.0
29-1212.00,22690,0.5
29-1212.00,22691,0.5
29-1212.00,22692,0.5
29-1212.00,22693,0.5
29-1212.00,22694,0.5
29-1212.00,22695,0.5
29-1212.00,22696,0.5
29-1212.00,22697,0.0
29-1212.00,22698,0.5
29-1212.00,22699,0.0
29-1212.00,22700,0.5
29-1212.00,22701,0.5
29-1212.00,22702,0.0
29-1212.00,22703,0.5
29-1212.00,22704,0.5
29-1212.00,22705,0.5
29-1212.00,22706,0.5
29-1212.00,22707,0.0
29-1212.00,22708,0.5
29-1212.00,22709,0.0
29-1212.00,22710,0.0
29-1212.00,22711,0.5
29-1212.00,22712,0.5
29-1212.00,22713,0.0
29-1212.00,22714,0.5
29-1213.00,17094,0.5
29-1213.00,17092,0.5
29-1213.00,17091,0.0
29-1213.00,17090,0.0
29-1213.00,17093,0.5
29-1213.00,17095,0.5
29-1213.00,17078,0.5
29-1213.00,17085,0.5
29-1213.00,17089,0.5
29-1213.00,17084,0.5
29-1213.00,17081,0.5
29-1213.00,17079,0.5
29-1213.00,17077,0.5
29-1213.00,17082,0.5
29-1213.00,17087,0.0
29-1213.00,17088,0.0
29-1213.00,17086,0.5
29-1213.00,17083,0.5
29-1214.00,22715,0.5
29-1214.00,22716,0.5
29-1214.00,22717,1.0
29-1214.00,22718,0.5
29-1214.00,22719,0.5
29-1214.00,22720,0.5
29-1214.00,22721,0.5
29-1214.00,22722,0.5
29-1214.00,22723,0.5
29-1214.00,22724,0.5
29-1214.00,22725,0.5
29-1214.00,22726,0.0
29-1214.00,22727,0.0
29-1214.00,22728,0.5
29-1214.00,22729,0.5
29-1214.00,22730,0.5
29-1214.00,22731,0.0
29-1215.00,7771,0.5
29-1215.00,7772,0.5
29-1215.00,7774,0.5
29-1215.00,7773,0.5
29-1215.00,7775,0.5
29-1215.00,7776,0.5
29-1215.00,7778,0.5
29-1215.00,7777,0.5
29-1215.00,7779,0.0
29-1215.00,7782,0.5
29-1215.00,20120,0.5
29-1215.00,7781,0.0
29-1215.00,20121,0.5
29-1216.00,7786,0.5
29-1216.00,7785,0.5
29-1216.00,7787,0.5
29-1216.00,7789,0.5
29-1216.00,7788,0.5
29-1216.00,7793,0.5
29-1216.00,7794,0.5
29-1216.00,7792,0.5
29-1216.00,7795,0.5
29-1216.00,7790,0.5
29-1216.00,7791,0.5
29-1216.00,7799,0.5
29-1216.00,7797,0.5
29-1216.00,7796,0.0
29-1216.00,7798,0.5
29-1216.00,7803,0.5
29-1216.00,7802,0.5
29-1216.00,7800,0.0
29-1216.00,7801,0.5
29-1217.00,17123,0.5
29-1217.00,17132,0.0
29-1217.00,17130,0.5
29-1217.00,17121,0.5
29-1217.00,17125,0.5
29-1217.00,17117,0.5
29-1217.00,17131,0.5
29-1217.00,17126,0.5
29-1217.00,17124,0.5
29-1217.00,17119,1.0
29-1217.00,17128,0.5
29-1217.00,17113,0.5
29-1217.00,17114,0.5
29-1217.00,17127,0.0
29-1217.00,17129,0.5
29-1217.00,17115,0.5
29-1217.00,17116,0.5
29-1217.00,17111,0.5
29-1217.00,17122,0.5
29-1217.00,17110,0.5
29-1217.00,17112,0.5
29-1217.00,17109,0.5
29-1217.00,17120,0.0
29-1217.00,17118,0.0
29-1218.00,7811,0.5
29-1218.00,7806,0.0
29-1218.00,7804,0.0
29-1218.00,7809,0.5
29-1218.00,7808,0.0
29-1218.00,7810,0.5
29-1218.00,7805,0.5
29-1218.00,7807,0.5
29-1218.00,7812,0.5
29-1218.00,7813,0.5
29-1218.00,7815,0.5
29-1218.00,7814,0.5
29-1218.00,7816,0.5
29-1218.00,7817,0.5
29-1218.00,7818,0.5
29-1221.00,7821,0.5
29-1221.00,7820,0.5
29-1221.00,7824,0.5
29-1221.00,7819,0.5
29-1221.00,7823,0.5
29-1221.00,7825,0.5
29-1221.00,7822,0.5
29-1221.00,7826,0.5
29-1221.00,7829,0.5
29-1221.00,7827,0.5
29-1221.00,7828,0.5
29-1221.00,21187,0.5
29-1221.00,7830,0.5
29-1221.00,7832,0.0
29-1221.00,7831,0.5
29-1221.00,7833,0.5
29-1221.00,20247,0.5
29-1222.00,17194,0.5
29-1222.00,17195,0.5
29-1222.00,17190,1.0
29-1222.00,17192,0.5
29-1222.00,17187,0.5
29-1222.00,17180,0.5
29-1222.00,17193,0.5
29-1222.00,17191,0.5
29-1222.00,17178,0.5
29-1222.00,17179,0.5
29-1222.00,17181,0.5
29-1222.00,17182,0.5
29-1222.00,17185,0.5
29-1222.00,17184,0.0
29-1222.00,17188,0.5
29-1222.00,17186,0.0
29-1222.00,17189,0.5
29-1222.00,17183,0.5
29-1222.00,17177,0.0
29-1223.00,1828,0.5
29-1223.00,1830,0.5
29-1223.00,1832,0.5
29-1223.00,1829,0.5
29-1223.00,1827,0.5
29-1223.00,1833,0.5
29-1223.00,1831,0.0
29-1223.00,1834,0.5
29-1223.00,15230,0.5
29-1223.00,1835,0.5
29-1223.00,1837,1.0
29-1223.00,1838,0.0
29-1224.00,17243,0.5
29-1224.00,17242,0.5
29-1224.00,17254,0.5
29-1224.00,17239,0.5
29-1224.00,17252,0.5
29-1224.00,17251,0.5
29-1224.00,17246,0.5
29-1224.00,17245,0.5
29-1224.00,17250,0.5
29-1224.00,17248,0.5
29-1224.00,17236,0.5
29-1224.00,17249,0.5
29-1224.00,17241,0.5
29-1224.00,17234,0.5
29-1224.00,17231,0.5
29-1224.00,17253,0.5
29-1224.00,17235,0.5
29-1224.00,22732,0.0
29-1224.00,22733,0.5
29-1224.00,22734,0.5
29-1224.00,22735,0.5
29-1224.00,22736,0.5
29-1224.00,22737,0.5
29-1224.00,22738,0.5
29-1224.00,22739,0.5
29-1224.00,22740,0.5
29-1224.00,22741,0.5
29-1224.00,22742,0.5
29-1224.00,22743,0.5
29-1224.00,22744,0.5
29-1229.01,17076,0.5
29-1229.01,17069,0.5
29-1229.01,17068,0.0
29-1229.01,17066,0.5
29-1229.01,17070,0.5
29-1229.01,17063,1.0
29-1229.01,17071,0.5
29-1229.01,17074,0.0
29-1229.01,17067,0.0
29-1229.01,17073,0.5
29-1229.01,17072,0.5
29-1229.01,17075,0.0
29-1229.01,17062,1.0
29-1229.01,17065,0.5
29-1229.01,17064,0.5
29-1229.01,17061,1.0
29-1229.02,17106,0.5
29-1229.02,17102,0.5
29-1229.02,17103,0.5
29-1229.02,17107,0.5
29-1229.02,17105,0.5
29-1229.02,17099,1.0
29-1229.02,17096,0.5
29-1229.02,17098,0.0
29-1229.02,17104,0.5
29-1229.02,17108,0.5
29-1229.02,17097,1.0
29-1229.02,23920,0.5
29-1229.02,17100,0.5
29-1229.02,17101,1.0
29-1229.03,17295,0.5
29-1229.03,17283,1.0
29-1229.03,17293,0.5
29-1229.03,17291,0.0
29-1229.03,17294,0.5
29-1229.03,17288,0.0
29-1229.03,17289,0.5
29-1229.03,17284,0.5
29-1229.03,17287,0.0
29-1229.03,17286,0.5
29-1229.03,17285,0.5
29-1229.03,17292,0.0
29-1229.03,17282,0.0
29-1229.03,17290,0.5
29-1229.04,17201,1.0
29-1229.04,17200,0.0
29-1229.04,17198,0.5
29-1229.04,17210,0.0
29-1229.04,17199,0.5
29-1229.04,17203,0.5
29-1229.04,17205,0.5
29-1229.04,17207,0.0
29-1229.04,17204,0.0
29-1229.04,17206,0.0
29-1229.04,17208,0.0
29-1229.04,17196,0.5
29-1229.04,17202,0.5
29-1229.04,17209,0.0
29-1229.04,17197,0.0
29-1229.05,17222,0.5
29-1229.05,17217,0.5
29-1229.05,17219,0.5
29-1229.05,17214,0.0
29-1229.05,17216,0.5
29-1229.05,17215,0.5
29-1229.05,17223,0.5
29-1229.05,17225,0.5
29-1229.05,17218,0.5
29-1229.05,17220,0.5
29-1229.05,17221,0.5
29-1229.05,17212,0.5
29-1229.05,17211,0.5
29-1229.05,17224,0.5
29-1229.05,17213,0.5
29-1229.06,17281,0.5
29-1229.06,17273,0.5
29-1229.06,17257,0.5
29-1229.06,17268,1.0
29-1229.06,17265,0.5
29-1229.06,17276,0.5
29-1229.06,17278,0.0
29-1229.06,17270,0.5
29-1229.06,17259,1.0
29-1229.06,17263,0.5
29-1229.06,17269,0.5
29-1229.06,17280,0.5
29-1229.06,17266,0.0
29-1229.06,17267,0.5
29-1229.06,17272,0.5
29-1229.06,17274,0.5
29-1229.06,17277,0.0
29-1229.06,17264,0.0
29-1229.06,17279,0.5
29-1229.06,17258,0.0
29-1229.06,17255,0.0
29-1229.06,17262,0.5
29-1229.06,17271,0.0
29-1229.06,17275,0.5
29-1229.06,17260,0.5
29-1229.06,17256,0.0
29-1229.06,17261,0.5
29-1241.00,17175,0.5
29-1241.00,17176,0.5
29-1241.00,17166,0.0
29-1241.00,17162,0.5
29-1241.00,17169,0.5
29-1241.00,17171,0.5
29-1241.00,17173,0.0
29-1241.00,17163,0.5
29-1241.00,17167,1.0
29-1241.00,17170,0.5
29-1241.00,17159,0.5
29-1241.00,17160,0.5
29-1241.00,17172,0.0
29-1241.00,17165,0.5
29-1241.00,17168,0.5
29-1241.00,17174,0.5
29-1241.00,17161,0.0
29-1241.00,17164,0.5
29-1242.00,22745,0.5
29-1242.00,22746,0.5
29-1242.00,22747,0.0
29-1242.00,22748,0.5
29-1242.00,22749,0.0
29-1242.00,22750,0.0
29-1242.00,22751,0.5
29-1242.00,22752,0.0
29-1242.00,22753,0.5
29-1242.00,22754,0.0
29-1242.00,22755,0.5
29-1242.00,22756,1.0
29-1242.00,22757,0.5
29-1242.00,22758,0.0
29-1242.00,22759,0.5
29-1243.00,22760,0.5
29-1243.00,22761,0.5
29-1243.00,22762,0.5
29-1243.00,22763,1.0
29-1243.00,22764,0.5
29-1243.00,22765,0.0
29-1243.00,22766,0.0
29-1243.00,22767,0.0
29-1243.00,22768,0.0
29-1243.00,22769,0.5
29-1243.00,22770,0.5
29-1243.00,22771,0.5
29-1243.00,22772,0.5
29-1243.00,22773,0.0
29-1243.00,22774,0.0
29-1243.00,22775,1.0
29-1243.00,22776,0.0
29-1243.00,22777,0.5
29-1291.00,17370,0.0
29-1291.00,17361,0.0
29-1291.00,17372,0.0
29-1291.00,17373,0.0
29-1291.00,17366,1.0
29-1291.00,17362,0.0
29-1291.00,17369,0.0
29-1291.00,17357,0.0
29-1291.00,17363,1.0
29-1291.00,17359,0.0
29-1291.00,17358,1.0
29-1291.00,17365,0.0
29-1291.00,17356,0.0
29-1291.00,17368,0.0
29-1291.00,17360,0.0
29-1291.00,17364,0.0
29-1291.00,17371,0.0
29-1291.00,17367,0.0
29-1292.00,18536,0.5
29-1292.00,417,0.0
29-1292.00,421,0.0
29-1292.00,416,0.0
29-1292.00,18537,0.0
29-1292.00,418,0.5
29-1292.00,422,0.5
29-1292.00,23921,1.0
29-1292.00,420,0.0
29-1292.00,18538,0.0
29-1292.00,18539,0.5
29-1292.00,419,0.0
29-1292.00,427,0.0
29-1292.00,424,0.0
29-1292.00,428,0.0
29-1292.00,430,0.0
29-1292.00,425,0.0
29-1292.00,429,0.0
29-1299.01,18418,1.0
29-1299.01,18412,0.5
29-1299.01,18413,0.5
29-1299.01,18410,0.0
29-1299.01,18409,0.5
29-1299.01,18411,1.0
29-1299.01,18414,0.5
29-1299.01,18408,0.0
29-1299.01,18420,0.5
29-1299.01,18407,0.5
29-1299.01,18406,1.0
29-1299.01,18424,0.5
29-1299.01,18423,0.5
29-1299.01,18415,0.0
29-1299.01,18422,0.5
29-1299.01,18405,0.0
29-1299.01,18417,0.5
29-1299.01,18421,1.0
29-1299.01,18416,0.0
29-1299.01,18419,0.0
29-1299.02,18429,0.5
29-1299.02,18430,0.5
29-1299.02,18432,1.0
29-1299.02,18428,0.5
29-1299.02,18426,0.5
29-1299.02,18427,0.5
29-1299.02,18431,0.5
29-1299.02,18434,0.0
29-1299.02,18440,0.0
29-1299.02,18433,0.5
29-1299.02,18436,1.0
29-1299.02,18435,0.5
29-1299.02,18439,0.5
29-1299.02,18438,1.0
29-1299.02,18437,0.5
29-1299.02,18425,0.5
29-2011.00,1887,0.0
29-2011.00,1886,0.5
29-2011.00,1888,0.0
29-2011.00,15233,0.0
29-2011.00,1889,1.0
29-2011.00,15232,0.5
29-2011.00,1890,0.0
29-2011.00,1892,0.0
29-2011.00,1893,0.5
29-2011.00,1896,0.0
29-2011.00,1894,0.0
29-2011.00,1895,0.5
29-2011.00,1901,0.0
29-2011.00,1899,0.0
29-2011.00,1898,0.0
29-2011.00,1900,0.5
29-2011.01,17390,0.5
29-2011.01,17389,0.5
29-2011.01,17385,0.5
29-2011.01,20569,0.5
29-2011.01,20565,0.5
29-2011.01,17391,0.5
29-2011.01,17382,0.0
29-2011.01,17376,1.0
29-2011.01,17388,0.0
29-2011.01,17377,0.0
29-2011.01,20568,1.0
29-2011.01,17380,0.0
29-2011.01,17392,1.0
29-2011.01,17381,0.0
29-2011.01,20570,0.5
29-2011.01,17375,0.0
29-2011.01,20566,1.0
29-2011.01,20571,0.0
29-2011.01,17383,0.5
29-2011.01,17386,0.5
29-2011.01,17384,0.5
29-2011.01,20572,1.0
29-2011.01,17378,0.5
29-2011.01,17393,0.0
29-2011.01,17379,0.0
29-2011.01,20573,1.0
29-2011.01,17394,0.0
29-2011.01,17374,0.5
29-2011.01,17387,0.5
29-2011.01,20567,0.0
29-2011.02,17395,0.5
29-2011.02,17401,1.0
29-2011.02,17405,0.5
29-2011.02,17397,0.5
29-2011.02,17396,0.5
29-2011.02,17402,0.0
29-2011.02,17398,0.5
29-2011.02,17399,0.0
29-2011.02,17404,0.0
29-2011.02,17406,0.0
29-2011.02,17407,0.5
29-2011.02,17408,1.0
29-2011.02,17400,0.5
29-2011.04,22778,1.0
29-2011.04,22779,0.5
29-2011.04,22780,0.0
29-2011.04,22781,0.0
29-2011.04,22782,0.5
29-2011.04,22783,0.5
29-2011.04,22784,0.0
29-2011.04,22785,0.0
29-2011.04,22786,0.0
29-2011.04,22787,1.0
29-2011.04,22788,0.5
29-2011.04,22789,0.0
29-2011.04,22790,0.0
29-2011.04,22791,0.0
29-2011.04,22792,0.5
29-2011.04,22793,0.0
29-2012.00,1902,0.5
29-2012.00,1904,0.5
29-2012.00,18535,0.0
29-2012.00,1915,0.0
29-2012.00,1910,0.0
29-2012.00,1914,0.0
29-2012.00,1907,0.0
29-2012.00,1912,0.0
29-2012.00,1908,0.0
29-2012.00,1909,0.5
29-2012.00,1911,0.5
29-2012.00,1913,0.0
29-2012.00,1906,0.5
29-2012.00,1917,0.5
29-2012.00,1905,0.5
29-2012.01,22794,0.5
29-2012.01,22795,0.0
29-2012.01,22796,0.0
29-2012.01,22797,0.0
29-2012.01,22798,0.0
29-2012.01,22799,0.0
29-2012.01,22800,0.0
29-2012.01,22801,0.5
29-2031.00,4132,0.5
29-2031.00,4129,0.5
29-2031.00,4127,0.5
29-2031.00,4134,0.5
29-2031.00,4128,0.0
29-2031.00,4133,0.0
29-2031.00,4135,0.5
29-2031.00,4136,0.0
29-2031.00,4137,0.0
29-2031.00,4138,0.0
29-2031.00,4144,0.5
29-2031.00,15235,0.0
29-2031.00,4142,0.5
29-2031.00,20574,0.0
29-2031.00,15236,0.5
29-2031.00,4143,0.5
29-2031.00,4140,0.5
29-2031.00,4131,0.5
29-2031.00,4141,0.0
29-2031.00,15237,1.0
29-2031.00,4146,1.0
29-2031.00,4147,0.5
29-2031.00,4145,0.5
29-2031.00,15238,0.5
29-2031.00,15234,1.0
29-2032.00,432,0.5
29-2032.00,433,0.0
29-2032.00,434,0.5
29-2032.00,436,0.0
29-2032.00,435,0.0
29-2032.00,431,0.5
29-2032.00,440,0.0
29-2032.00,437,0.5
29-2032.00,439,0.5
29-2032.00,443,0.5
29-2032.00,441,0.5
29-2032.00,442,0.0
29-2032.00,447,0.0
29-2032.00,448,1.0
29-2032.00,444,1.0
29-2032.00,445,0.0
29-2032.00,449,0.0
29-2032.00,446,0.0
29-2032.00,438,0.5
29-2032.00,450,0.0
29-2033.00,15239,0.0
29-2033.00,4149,0.5
29-2033.00,4153,0.5
29-2033.00,4148,1.0
29-2033.00,4155,0.5
29-2033.00,4152,0.5
29-2033.00,4156,0.0
29-2033.00,4150,0.5
29-2033.00,15240,0.0
29-2033.00,4154,0.0
29-2033.00,4158,0.5
29-2033.00,4157,0.0
29-2033.00,4159,0.0
29-2033.00,4160,0.0
29-2033.00,4161,0.5
29-2033.00,4162,0.0
29-2033.00,4163,0.5
29-2034.00,22807,0.5
29-2034.00,22804,0.0
29-2034.00,22816,0.5
29-2034.00,22808,0.5
29-2034.00,22806,0.5
29-2034.00,22802,0.5
29-2034.00,22809,0.5
29-2034.00,22826,0.0
29-2034.00,22805,0.5
29-2034.00,22818,0.0
29-2034.00,22812,0.5
29-2034.00,22803,0.5
29-2034.00,22814,0.5
29-2034.00,22820,0.5
29-2034.00,22817,0.5
29-2034.00,22819,0.5
29-2034.00,22811,0.5
29-2034.00,22810,0.5
29-2034.00,22827,0.0
29-2034.00,22813,0.0
29-2034.00,22815,0.0
29-2034.00,22825,0.5
29-2034.00,22823,0.5
29-2034.00,22824,0.5
29-2034.00,22822,0.5
29-2034.00,22828,0.5
29-2034.00,22821,0.0
29-2034.00,22829,0.5
29-2034.00,22830,0.5
29-2034.00,22831,0.5
29-2035.00,19225,0.5
29-2035.00,19228,0.5
29-2035.00,19223,0.0
29-2035.00,19226,0.0
29-2035.00,19218,0.5
29-2035.00,19222,0.5
29-2035.00,19227,0.0
29-2035.00,19236,0.5
29-2035.00,19224,0.5
29-2035.00,19220,0.5
29-2035.00,19229,0.0
29-2035.00,19238,1.0
29-2035.00,19237,0.5
29-2035.00,19217,0.0
29-2035.00,19231,0.5
29-2035.00,19216,0.0
29-2035.00,19230,0.0
29-2035.00,19232,0.5
29-2035.00,19234,0.0
29-2035.00,19219,0.0
29-2035.00,19235,0.5
29-2035.00,19221,0.5
29-2035.00,19233,0.5
29-2036.00,22832,0.5
29-2036.00,22833,1.0
29-2036.00,22834,0.5
29-2036.00,22835,0.5
29-2036.00,22836,0.5
29-2036.00,22837,0.5
29-2036.00,22838,0.5
29-2036.00,22839,0.5
29-2036.00,22840,0.5
29-2036.00,22841,0.5
29-2036.00,22842,0.0
29-2036.00,22843,0.0
29-2036.00,22844,0.5
29-2036.00,22845,0.0
29-2036.00,22846,0.0
29-2036.00,22847,1.0
29-2036.00,22848,0.5
29-2036.00,22849,1.0
29-2036.00,22850,0.5
29-2036.00,22851,0.0
29-2042.00,22852,0.0
29-2042.00,22853,0.0
29-2042.00,22854,1.0
29-2042.00,22855,0.0
29-2042.00,22856,0.5
29-2042.00,22857,0.0
29-2042.00,22858,0.0
29-2042.00,22859,0.0
29-2042.00,22860,0.0
29-2042.00,22861,0.0
29-2042.00,22862,1.0
29-2042.00,22863,0.0
29-2043.00,22864,0.0
29-2043.00,22865,0.0
29-2043.00,22866,0.5
29-2043.00,22867,1.0
29-2043.00,22868,0.0
29-2043.00,22869,0.0
29-2043.00,22870,0.0
29-2043.00,22871,0.0
29-2043.00,22872,0.5
29-2043.00,22873,0.0
29-2043.00,22874,0.0
29-2043.00,22875,0.0
29-2043.00,22876,0.0
29-2051.00,23922,0.5
29-2051.00,20421,0.5
29-2051.00,4165,1.0
29-2051.00,4167,0.5
29-2051.00,4169,0.5
29-2051.00,4171,1.0
29-2051.00,23923,0.0
29-2051.00,4173,0.5
29-2051.00,4172,0.5
29-2051.00,4166,0.5
29-2051.00,4170,0.5
29-2051.00,4175,0.5
29-2051.00,4174,0.5
29-2052.00,1939,1.0
29-2052.00,23924,1.0
29-2052.00,1946,0.5
29-2052.00,1940,0.0
29-2052.00,18545,0.5
29-2052.00,1941,1.0
29-2052.00,1943,0.5
29-2052.00,1954,0.0
29-2052.00,1944,1.0
29-2052.00,1953,0.0
29-2052.00,1947,0.5
29-2052.00,1945,0.0
29-2052.00,18544,0.0
29-2052.00,1955,1.0
29-2052.00,1952,0.5
29-2052.00,1949,0.0
29-2052.00,18546,0.0
29-2052.00,1951,0.0
29-2052.00,1956,0.0
29-2052.00,1958,0.0
29-2052.00,1957,1.0
29-2053.00,6947,0.0
29-2053.00,6944,0.5
29-2053.00,6945,0.0
29-2053.00,6946,0.0
29-2053.00,6949,0.0
29-2053.00,6948,0.0
29-2053.00,6951,0.0
29-2053.00,20575,0.0
29-2053.00,6950,0.5
29-2053.00,6953,0.0
29-2053.00,6954,0.5
29-2053.00,6952,0.0
29-2053.00,6956,0.0
29-2053.00,6955,0.5
29-2053.00,20576,0.0
29-2053.00,6957,0.0
29-2055.00,15242,0.0
29-2055.00,1959,0.0
29-2055.00,1961,0.0
29-2055.00,1963,0.0
29-2055.00,15243,0.0
29-2055.00,1960,0.0
29-2055.00,1965,0.0
29-2055.00,1964,0.0
29-2055.00,1969,0.0
29-2055.00,1968,0.0
29-2055.00,1967,0.0
29-2055.00,15244,0.0
29-2055.00,15245,0.5
29-2055.00,1970,0.0
29-2055.00,1971,0.0
29-2055.00,1972,1.0
29-2056.00,4176,0.0
29-2056.00,4177,0.0
29-2056.00,18548,1.0
29-2056.00,4179,0.5
29-2056.00,4178,0.0
29-2056.00,20422,0.0
29-2056.00,4180,0.0
29-2056.00,4182,0.0
29-2056.00,4183,0.0
29-2056.00,4193,0.0
29-2056.00,4187,0.0
29-2056.00,4190,0.0
29-2056.00,4184,0.0
29-2056.00,4181,0.0
29-2056.00,4185,0.0
29-2056.00,4188,0.5
29-2056.00,20423,0.0
29-2056.00,4194,0.0
29-2056.00,4186,0.0
29-2056.00,4191,0.0
29-2056.00,4189,0.5
29-2056.00,4192,0.0
29-2056.00,4197,0.0
29-2056.00,4196,0.0
29-2056.00,20424,0.5
29-2056.00,4195,0.5
29-2056.00,18550,0.5
29-2056.00,18549,0.0
29-2056.00,4198,1.0
29-2056.00,4199,0.0
29-2056.00,4200,0.0
29-2057.00,19252,1.0
29-2057.00,19257,0.0
29-2057.00,19250,0.5
29-2057.00,19251,0.5
29-2057.00,19249,0.5
29-2057.00,19248,0.5
29-2057.00,19239,0.0
29-2057.00,19245,0.5
29-2057.00,19255,0.0
29-2057.00,19258,0.5
29-2057.00,19244,0.5
29-2057.00,19243,0.0
29-2057.00,19247,0.0
29-2057.00,19246,0.0
29-2057.00,19240,0.5
29-2057.00,19242,0.5
29-2057.00,19241,0.0
29-2057.00,19256,0.5
29-2057.00,19253,0.0
29-2057.00,19254,0.5
29-2061.00,507,0.5
29-2061.00,510,0.5
29-2061.00,508,0.0
29-2061.00,511,0.0
29-2061.00,509,0.5
